,PC1,PC2
a,-0.4515877710105605,-0.1675453529295249
b,-0.1906658295170257,0.6411846207450045
c,0.4668071264312022,0.02050285788458911
car_mode,0.1459395319392149,0.32672217260365954
car_share,0.46680712643120226,0.02050285788458911
transit_share,-0.19066582951702543,0.6411846207450042
bicycle_share,-0.33835961725886,-0.17109734721423192
walked_share,-0.38956155333242254,-0.11327269880432811
