poly_id,cluster_p_moto,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,intersection_density_km2,street_density_km2,area_km2,p_walk,p_tpc,p_sitva,p_auto,p_moto,p_taxi,p_bike
232,0,14,19,2.7142857142857144,1863.991760245835,98.10482948662289,3.4285714285714284,13,1812.8908506901532,18,100.71615837167518,1.0017137875983155,100.87389497302489,14067.181636159714,0.12887377852789747,0.155,0.373,0.171,0.124,0.084,0.082,0.003
233,0,35,47,2.6857142857142855,3759.468417476103,79.9886897335341,3.2857142857142856,35,3611.7657449421786,46,78.5166466291778,1.0829686024096077,186.06703186023483,19200.872341024602,0.18810425280653922,0.113,0.451,0.197,0.088,0.098,0.041,0.009
234,0,59,125,4.237288135593221,8427.548749623194,67.42038999698556,2.983050847457627,52,5222.607702159915,77,67.82607405402487,1.0359813327207203,159.11463389432186,15980.640625054622,0.32680840679014167,0.326,0.294,0.171,0.027,0.028,0.112,0.022
235,0,89,147,3.303370786516854,11803.787429636917,80.29787367099944,3.0,79,9456.337005818927,116,81.5201466018873,1.0592781669759204,110.23584134822504,13195.281846946893,0.7166453218281897,0.114,0.202,0.2,0.263,0.119,0.075,0.002
236,2,8,7,1.75,774.8626716803769,110.69466738291099,3.25,8,774.8626716803772,7,110.69466738291102,1.0021087371512722,91.31957769246027,8845.016493437943,0.08760443491035234,0.014,0.259,0.46,0.136,0.107,0.011,0.0
237,0,34,51,3.0,4071.472764128501,79.83279929663728,3.588235294117647,34,3826.045228822926,48,79.70927560047762,1.00137503204354,172.23399717823378,19381.619504261253,0.197405858059577,0.227,0.219,0.248,0.077,0.13,0.066,0.029
238,0,22,30,2.727272727272727,2312.275457591969,77.07584858639896,3.6363636363636362,22,2207.657914400889,29,76.12613497934099,1.0076036142870577,197.4088285466647,19809.59830516602,0.11144385062190623,0.149,0.212,0.257,0.164,0.148,0.03,0.0
239,0,26,36,2.769230769230769,3371.283147883449,93.64675410787359,3.576923076923077,26,3371.283147883449,36,93.64675410787359,1.004284437716915,131.72542613475662,17080.142664456576,0.1973802686612811,0.143,0.29,0.135,0.151,0.266,0.015,0.0
240,0,17,22,2.588235294117647,2067.2465218692573,93.96575099405715,3.3529411764705883,17,1978.8057685076358,21,94.22884611941123,1.0069974183430406,86.25334631923852,10039.918779388001,0.1970938024488936,0.096,0.386,0.283,0.076,0.1,0.042,0.01
241,0,25,60,4.8,2873.2273667455775,47.887122779092955,2.8,21,1436.6136833727885,30,47.88712277909295,1.0120796828863339,116.79701234517123,7990.104100577785,0.17979911967215836,0.545,0.164,0.137,0.049,0.074,0.019,0.0
242,1,129,318,4.930232558139535,17490.982647307577,55.003090085872884,2.7131782945736433,105,8849.803113676973,163,54.29327063605505,1.0647191145761254,191.84212828015004,16169.191087505611,0.5473250372132386,0.337,0.243,0.061,0.039,0.219,0.066,0.0
243,1,120,313,5.216666666666667,26543.40332184748,84.80320550111016,2.7083333333333335,95,13384.363527877384,157,85.25072310749925,1.0809816899974982,86.5056341521779,12187.608996866464,1.0981943653852544,0.335,0.289,0.094,0.049,0.139,0.038,0.0
244,1,167,470,5.62874251497006,29633.410802642524,63.04981021838835,2.8622754491017965,134,14816.705401321227,235,63.0498102183882,1.0735256440908616,173.80056562559565,19217.550592966025,0.7709986415617613,0.52,0.19,0.132,0.041,0.066,0.028,0.0
246,2,50,109,4.36,14106.870471674998,129.42083001536696,2.48,36,7454.986633016362,57,130.78923917572564,1.1257966887669282,38.858913009560894,8047.01880721728,0.9264283844260522,0.225,0.304,0.091,0.094,0.214,0.02,0.004
247,2,14,20,2.857142857142857,3541.7872207179953,177.08936103589977,2.857142857142857,13,2127.7687283193704,16,132.98554551996065,1.7461671398328291,54.326837695958595,8891.918950610974,0.23929241147358513,0.288,0.105,0.358,0.0,0.178,0.035,0.0
248,0,74,186,5.027027027027027,13785.256024339278,74.11427970074881,2.5675675675675675,53,6892.62801216964,93,74.11427970074882,1.1049022524415402,102.90969683786307,13383.36338016114,0.5150146354381249,0.335,0.172,0.296,0.069,0.095,0.005,0.009
250,2,7,12,3.4285714285714284,2147.215394748763,178.9346162290636,2.142857142857143,4,1073.6076973743816,6,178.9346162290636,1.2224257727353236,8.596171645774163,2307.2290117136367,0.46532342126583537,0.427,0.153,0.359,0.0,0.031,0.0,0.031
251,2,44,94,4.2727272727272725,8583.178265626293,91.31040708113078,2.4545454545454546,29,4477.529228201028,49,91.37814751430669,1.0934224052651718,62.68795308807139,9678.866972687398,0.46260881989969266,0.361,0.344,0.09,0.013,0.165,0.02,0.0
252,1,107,262,4.897196261682243,22178.56267940214,84.65100259313795,2.6261682242990654,83,11089.281339701069,131,84.65100259313793,1.110133242811464,94.15671666421895,12579.883386892096,0.8815090727514856,0.459,0.177,0.145,0.019,0.13,0.052,0.0
253,0,49,111,4.530612244897959,8275.435343225328,74.55347156058855,2.877551020408163,41,4201.343870872154,59,71.20921815037549,1.0507770816774773,127.84599459285728,13100.609409713548,0.3206983537542181,0.273,0.276,0.144,0.056,0.169,0.06,0.0
254,1,106,258,4.867924528301887,18223.493804959377,70.6336969184472,2.650943396226415,82,9111.746902479692,129,70.63369691844723,1.13945290066405,126.49315883796139,14055.776197886176,0.6482564017951561,0.585,0.243,0.049,0.029,0.061,0.02,0.0
255,1,88,230,5.2272727272727275,14841.307675497404,64.52742467607567,2.875,72,7420.653837748707,115,64.52742467607571,1.0728925027873863,172.13457711405462,17740.987642648055,0.4182773804492141,0.447,0.192,0.133,0.015,0.093,0.042,0.02
256,0,34,72,4.235294117647059,4205.337884861469,58.407470623075966,2.9411764705882355,32,2716.7172520533536,46,59.059070696812036,1.0553270190704027,86.54609241420349,7347.539448733453,0.36974517401490825,0.324,0.123,0.161,0.13,0.114,0.055,0.0
257,0,54,115,4.2592592592592595,8821.718290126373,76.71059382718586,3.1481481481481484,52,5118.8152795693995,73,70.12075725437533,1.0341355143662667,176.53777532959242,17378.158880352068,0.2945545218462001,0.413,0.206,0.124,0.064,0.054,0.064,0.0
258,0,52,156,6.0,12901.094223072909,82.69932194277506,3.269230769230769,48,6450.547111536453,78,82.69932194277503,1.030875144994457,66.07013751285672,8878.927806091127,0.7265006825611584,0.3,0.232,0.14,0.106,0.129,0.08,0.006
259,1,126,356,5.650793650793651,17631.99419794434,49.52807358973129,3.0238095238095237,118,8815.997098972171,178,49.5280735897313,1.015492272218224,281.46969953816966,21029.11910658536,0.4192280739049789,0.396,0.2,0.133,0.077,0.11,0.056,0.005
260,1,163,413,5.067484662576687,20353.44373447622,49.28194608832014,2.852760736196319,141,10269.579326253224,215,47.76548523838709,1.0318107650824935,349.6795104959213,25468.521076618872,0.4032263709132727,0.396,0.214,0.084,0.059,0.195,0.023,0.0
261,0,46,124,5.391304347826087,9659.849018504796,77.90200821374836,3.1956521739130435,43,4884.907649302191,63,77.53821665559033,1.0085114751975184,148.13732401768488,16828.770866073162,0.2902712080506233,0.235,0.303,0.131,0.04,0.192,0.08,0.01
262,1,84,226,5.380952380952381,17153.687911176494,75.90127394325883,3.011904761904762,76,8922.960063474628,117,76.26461592713356,1.0301078592405113,201.26810128822416,23630.358287449875,0.3776057880685469,0.247,0.225,0.082,0.139,0.219,0.043,0.0
263,1,104,287,5.519230769230769,18243.730999326934,63.567006966295935,3.0384615384615383,89,9390.596570578893,149,63.024138057576465,1.0355986184556283,199.98656576659147,21101.046726400047,0.4450298931772936,0.407,0.192,0.061,0.12,0.152,0.019,0.012
264,2,5,8,3.2,652.5739106927041,81.57173883658801,2.2,3,326.28695534635204,4,81.57173883658801,1.0158511130867456,20.20807740813818,2197.8773503016023,0.14845548833813565,0.204,0.167,0.223,0.074,0.13,0.093,0.0
265,0,58,148,5.103448275862069,9072.15754003419,61.29836175698777,2.7241379310344827,48,4536.078770017099,74,61.298361756987816,1.0454496558437891,183.27528357696812,17319.815060465597,0.2619011088848866,0.478,0.192,0.042,0.13,0.079,0.078,0.0
266,0,69,181,5.246376811594203,13263.940117218019,73.28143711170176,3.3043478260869565,68,7673.493047994077,105,73.08088617137216,1.0085229875275872,230.56108291192632,26017.777453862538,0.29493268829751207,0.07,0.046,0.035,0.52,0.145,0.019,0.013
267,1,85,219,5.152941176470589,15149.38378739327,69.1752684355857,3.3529411764705883,84,9086.08921042351,133,68.3164602287482,1.0134803474696235,196.4481587450503,21249.35113786865,0.42759372516702937,0.319,0.105,0.253,0.086,0.061,0.07,0.021
268,0,67,169,5.044776119402985,13912.154449605852,82.32044053021214,3.3582089552238807,67,7923.325884876015,99,80.03359479672743,1.0212862223305241,172.04321334375987,20345.588740356106,0.3894370414142822,0.265,0.14,0.068,0.26,0.091,0.108,0.016
269,2,26,54,4.153846153846154,6668.966660326243,123.49938259863413,2.230769230769231,16,3334.4833301631206,27,123.4993825986341,1.1236812873073794,29.97041691443771,6245.990974951961,0.5338597739790629,0.375,0.252,0.143,0.029,0.135,0.027,0.01
270,2,21,48,4.571428571428571,4670.899102199273,97.31039796248486,2.857142857142857,19,2335.4495510996367,24,97.31039796248486,1.0460896085293099,43.161811652027325,5305.380718282857,0.4402039505009416,0.25,0.206,0.108,0.212,0.137,0.036,0.0
271,1,115,295,5.130434782608695,15471.349357131981,52.445252058074516,3.1478260869565218,112,8761.753891595441,167,52.465592165242164,1.0207593853309025,406.08102533773337,31767.696464785287,0.27580702621318187,0.26,0.146,0.235,0.11,0.083,0.03,0.051
272,1,76,206,5.421052631578948,12406.520919944798,60.225829708469895,3.1315789473684212,74,6859.048534038566,114,60.16709240384707,1.0285483799246289,265.03323634954523,24565.889611551956,0.27921026441530294,0.36,0.138,0.237,0.092,0.102,0.033,0.0
273,1,102,290,5.686274509803922,21166.609592976252,72.98830894129742,3.3627450980392157,101,10995.113045044347,151,72.81531817910164,1.013517131002424,214.95137771936405,23400.145516954795,0.46987370386554794,0.316,0.113,0.135,0.174,0.138,0.049,0.023
274,0,37,100,5.405405405405405,8302.493258955725,83.02493258955725,3.4594594594594597,37,4651.195332291733,54,86.13324689429136,1.003816733309346,154.70979488452656,19448.256103424905,0.23915744977631398,0.236,0.216,0.026,0.307,0.136,0.034,0.013
275,0,56,145,5.178571428571429,10355.8504898382,71.41965855060828,3.107142857142857,55,5593.8755242791585,78,71.71635287537383,1.0452704024798598,171.12099764258124,17404.173825510305,0.32141000086312005,0.052,0.219,0.097,0.414,0.064,0.07,0.0
276,2,11,20,3.6363636363636362,1149.1801523691074,57.459007618455374,2.6363636363636362,9,574.5900761845536,10,57.45900761845536,1.0038434882809646,28.52420031532591,1821.0802702540648,0.3155215536459525,0.325,0.041,0.043,0.43,0.068,0.041,0.042
277,2,10,18,3.6,3754.147127205451,208.5637292891917,2.4,7,1877.0735636027255,9,208.5637292891917,1.0840005070686078,13.035443453411125,3495.4980423194625,0.5369974581239302,0.337,0.211,0.126,0.115,0.084,0.0,0.084
278,0,38,82,4.315789473684211,5580.880362481313,68.05951661562577,2.736842105263158,31,2996.5424276498916,46,65.14222668804112,1.0131801651899672,202.77165345728494,19600.447184176617,0.15288132967032464,0.416,0.054,0.277,0.084,0.069,0.027,0.031
279,0,42,108,5.142857142857143,7424.420200029209,68.74463148175194,3.261904761904762,41,4367.459745231652,62,70.44289911663955,1.0469067591254413,178.07116897626616,18968.747860736243,0.23024502077292813,0.335,0.072,0.236,0.105,0.125,0.05,0.013
280,2,12,28,4.666666666666667,1708.8099274550161,61.02892598053629,2.6666666666666665,10,854.4049637275081,14,61.02892598053629,1.1269987673525679,38.48967431312536,3288.5768785389473,0.2598099406777755,0.441,0.143,0.059,0.097,0.184,0.044,0.0
281,2,25,50,4.0,4759.840871381003,95.19681742762006,2.6,20,2397.6512756014586,26,92.21735675390225,1.107419517319508,53.70208892138622,6437.944100241231,0.372424991312307,0.239,0.242,0.078,0.077,0.09,0.204,0.0
282,1,135,346,5.125925925925926,21742.759824987465,62.84034631499267,2.651851851851852,103,10871.379912493743,173,62.840346314992736,1.0535255268608008,176.64544970282577,18644.464014880814,0.5830888945810888,0.45,0.108,0.222,0.036,0.097,0.049,0.017
283,0,66,162,4.909090909090909,11450.332221581693,70.6810630961833,2.9242424242424243,56,5725.166110790848,81,70.68106309618331,1.0417321978234635,144.935525434188,14817.49925831211,0.3863787006825207,0.537,0.106,0.097,0.026,0.146,0.025,0.029
284,2,4,6,3.0,437.41776976182757,72.90296162697126,1.75,1,218.70888488091379,3,72.90296162697126,1.0909854796354415,3.8879727856669577,850.3341924005604,0.2572034464043853,0.547,0.094,0.165,0.007,0.143,0.007,0.022
285,0,74,178,4.8108108108108105,16151.59166648078,90.73927902517292,2.5405405405405403,55,8193.467193365072,90,91.03852437072302,1.0757795531960888,80.47959334745883,11989.216505959379,0.6834030555117938,0.317,0.067,0.23,0.089,0.16,0.027,0.008
286,0,36,86,4.777777777777778,7985.7248770115375,92.85726601176206,2.5833333333333335,27,3992.86243850577,43,92.85726601176209,1.2112848220376555,118.92638490769374,17587.285009081847,0.22703120103210403,0.404,0.206,0.226,0.017,0.103,0.009,0.0
287,2,17,28,3.2941176470588234,3651.689406948759,130.41747881959853,2.764705882352941,14,2065.9172663847935,18,114.77318146582186,1.1549616473078181,30.35574598526828,4479.461411782615,0.4611976924169228,0.013,0.089,0.006,0.765,0.055,0.052,0.0
288,2,43,69,3.2093023255813953,7752.358635732629,112.35302370627,2.6511627906976742,35,4896.7590363499185,45,108.81686747444263,1.144254650415416,103.0287712254459,14414.487614349448,0.33971093301126115,0.016,0.039,0.048,0.706,0.04,0.087,0.0
289,2,45,76,3.3777777777777778,5960.269527195972,78.42459904205226,2.7777777777777777,40,3733.9943576125797,55,67.8908065020469,1.1227945366269372,67.86115625573612,6334.829363999608,0.5894388219566905,0.017,0.06,0.022,0.629,0.094,0.074,0.0
290,2,47,79,3.3617021276595747,7205.819926832473,91.21291046623384,2.872340425531915,41,5123.704516390647,57,89.88955291913416,1.088898424540485,74.50182748463926,9310.374389326902,0.55032207107206,0.071,0.055,0.144,0.589,0.061,0.036,0.0
291,2,26,36,2.769230769230769,4630.987684344992,128.6385467873609,3.076923076923077,25,3733.927998596598,33,113.149333290806,1.0647541371864686,38.021896232539774,5678.840916096591,0.6575158652556782,0.069,0.06,0.012,0.62,0.069,0.052,0.0
292,2,44,82,3.727272727272727,6547.612282161248,79.84893027025912,2.2954545454545454,27,3477.049044806658,47,73.97976691077996,1.0904634259998467,58.45975506495513,7528.423537341979,0.46185619440245806,0.102,0.079,0.067,0.582,0.129,0.02,0.0
293,0,54,91,3.3703703703703702,10059.42253494254,110.54310477958835,3.111111111111111,52,6667.972276739663,68,98.05841583440682,1.0981649564919596,105.72524932667396,13557.17368195482,0.49184088314919355,0.021,0.146,0.081,0.534,0.067,0.093,0.0
294,2,35,58,3.3142857142857145,5450.356570818826,93.97166501411769,2.7714285714285714,28,3382.3818857844044,40,84.55954714461011,1.0491291287979012,77.16399703458512,9321.360921589365,0.3628635254268946,0.059,0.021,0.014,0.76,0.017,0.021,0.0
295,2,10,12,2.4,943.4622398885631,78.62185332404692,2.8,9,603.5446028423368,10,60.354460284233674,1.021334443919705,79.09247214640105,5303.981632157578,0.11379085462572089,0.335,0.058,0.0,0.337,0.0,0.103,0.0
296,0,32,39,2.4375,2618.1477132645477,67.13199264780891,3.0,31,2265.923536114366,36,62.94232044762128,1.0364222788163522,130.45053792134505,9535.191747572753,0.23763796220366223,0.047,0.047,0.0,0.757,0.101,0.047,0.0
297,2,10,13,2.6,1096.2585637161912,84.32758182432241,2.7,8,994.0975137766775,10,99.40975137766775,1.7819013166893996,14.05955797363007,1747.0714532980894,0.5690079314730021,0.032,0.128,0.129,0.5,0.089,0.069,0.0
298,0,63,125,3.9682539682539684,13223.48154814244,105.78785238513952,2.5873015873015874,48,7232.708255573844,77,93.93127604641356,1.0506631787761387,71.08117592683107,10710.612665455996,0.6752842700493564,0.05,0.059,0.105,0.551,0.101,0.105,0.0
299,2,43,73,3.395348837209302,10376.405942299529,142.14254715478808,2.627906976744186,34,6175.350654085959,48,128.65313862679082,1.1390880242530939,55.43327200320819,10068.232133033429,0.6133500472068879,0.048,0.068,0.141,0.557,0.06,0.052,0.01
300,0,31,58,3.7419354838709675,5452.920803918071,94.01587592962191,2.806451612903226,26,3070.36199390172,33,93.04127254247636,1.04117234783333,111.70472517072712,13191.305488593744,0.23275649226352918,0.074,0.115,0.122,0.52,0.043,0.088,0.015
301,0,42,63,3.0,4907.263014992635,77.89306373004183,3.261904761904762,39,4706.642171679374,60,78.44403619465623,1.097009160036694,147.44322434215997,17793.910195312637,0.26450859423350476,0.057,0.155,0.233,0.258,0.165,0.083,0.007
302,2,29,52,3.586206896551724,6317.211245841261,121.48483165079348,2.896551724137931,25,4141.603488584886,33,125.50313601772382,1.03877381481573,60.41288929563447,10008.249322491689,0.4138189762396704,0.03,0.127,0.178,0.421,0.081,0.091,0.001
303,0,51,84,3.2941176470588234,6798.532559643082,80.93491142432241,2.5098039215686274,37,4057.7109559381297,55,73.77656283523872,1.0484000241285314,114.40032859304898,12546.0396404037,0.32342564444564137,0.027,0.059,0.111,0.477,0.173,0.148,0.006
304,2,20,28,2.8,3141.9685135587097,112.21316119852534,2.85,17,2244.0067274361218,21,106.8574632112439,1.0538210606528349,66.82412080509303,8820.810390684286,0.25439915699877547,0.065,0.094,0.177,0.456,0.11,0.06,0.024
305,2,17,19,2.235294117647059,2155.7012615932986,113.4579611364894,3.0588235294117645,17,1859.066153816798,18,103.28145298982211,1.1054509142583584,104.82012515502876,11462.79687732675,0.16218259589803993,0.034,0.13,0.0,0.264,0.0,0.0,0.0
306,0,42,60,2.857142857142857,6422.602272957344,107.04337121595573,3.119047619047619,38,5774.343685049709,54,106.9322904638835,1.0207280467974713,93.49957218784719,14207.859584677495,0.4064189718820888,0.036,0.116,0.459,0.182,0.162,0.035,0.004
307,0,26,47,3.6153846153846154,5982.063488630849,127.2779465666138,2.9615384615384617,25,3912.033923201666,32,122.25106010005206,1.0350486521520985,96.01862018637931,15025.123977125284,0.2603661659735699,0.118,0.145,0.05,0.356,0.197,0.087,0.0
308,0,50,73,2.92,5320.236414359061,72.87995088163098,3.24,47,5110.403156660449,68,75.15298759794779,1.0056158317788122,169.44634758161487,18424.237224801454,0.27737393381915276,0.037,0.129,0.261,0.416,0.104,0.048,0.0
309,0,31,50,3.225806451612903,4952.664756126335,99.0532951225267,3.161290322580645,28,4084.868212108888,41,99.63093200265581,1.013037422090223,124.53899737743043,18168.76398410635,0.22482917471338418,0.079,0.195,0.23,0.289,0.138,0.053,0.007
310,0,73,120,3.287671232876712,10358.590904922527,86.32159087435438,3.0821917808219177,70,8532.773359911762,99,86.1896298980986,1.02649883881126,143.50009154953423,17492.196547410924,0.4878045668412481,0.105,0.137,0.216,0.311,0.104,0.057,0.009
311,0,67,104,3.1044776119402986,8432.683654236222,81.08349667534829,3.044776119402985,63,6900.266342688433,86,80.23565514753992,1.0426978667798044,172.39447911439512,18882.02891902166,0.36544093710910164,0.023,0.125,0.147,0.439,0.122,0.083,0.01
312,0,70,121,3.4571428571428573,13452.285268827583,111.17591131262466,2.9857142857142858,65,10671.115534450337,95,112.32753194158249,1.0322740102351637,114.59035245862853,18812.413695683237,0.5672379795102512,0.072,0.106,0.257,0.295,0.153,0.087,0.004
313,0,52,84,3.230769230769231,9335.967302232424,111.14246788371933,2.9615384615384617,48,7374.996416238109,67,110.07457337668819,1.0237790925375598,69.98496042828455,10752.892340607592,0.6858616437911239,0.084,0.111,0.139,0.397,0.174,0.08,0.0
314,2,17,20,2.3529411764705883,3405.02332782834,170.251166391417,3.0588235294117645,17,3253.142695055399,19,171.21803658186312,1.022644348216222,68.04784620558577,13021.72669399733,0.24982421851589093,0.052,0.077,0.395,0.226,0.2,0.023,0.006
315,0,39,56,2.871794871794872,5571.274930673587,99.4870523334569,3.1025641025641026,37,5035.45294382766,50,100.70905887655321,1.0686891772523301,140.19046086167367,19078.985644391112,0.2639266592932311,0.013,0.187,0.138,0.411,0.14,0.052,0.015
316,0,23,36,3.130434782608696,3727.437750452104,103.53993751255844,2.8260869565217392,20,2602.759029359131,27,96.3984825688567,1.1011811358204262,146.32160599996052,19041.994060336325,0.13668521380229653,0.146,0.174,0.207,0.163,0.197,0.063,0.0
317,2,15,15,2.0,1737.0694725158703,115.80463150105803,3.0,15,1737.0694725158703,15,115.80463150105803,1.1842020343936615,37.135926601679536,4300.512295557836,0.4039215221661279,0.144,0.134,0.219,0.287,0.06,0.084,0.071
318,0,77,132,3.4285714285714284,10430.617852940371,79.01983221924525,3.168831168831169,75,8359.3786024194,106,78.86206228697547,1.0167474168623232,180.8271039188034,20154.696309817526,0.4147608316155811,0.089,0.192,0.323,0.18,0.166,0.028,0.022
319,0,19,46,4.842105263157895,2909.3126043201914,63.245926180873724,3.210526315789474,18,1594.8582600163875,25,63.7943304006555,1.0005809574537627,323.90328356692777,28698.879291285833,0.05557214425793457,0.491,0.051,0.124,0.171,0.109,0.0,0.055
320,2,9,11,2.4444444444444446,667.4143019076539,60.674027446150355,3.0,9,427.1102955075429,9,47.4566995008381,1.001223116260284,131.97669426630983,6263.178320910249,0.06819385839320467,0.637,0.0,0.0,0.158,0.0,0.0,0.104
321,0,24,53,4.416666666666667,3781.9725025418156,71.357971746072,3.1666666666666665,20,2367.2551001138336,33,71.73500303375253,1.0044244558416242,208.97493840942823,24734.84943728466,0.09570525610499554,0.38,0.064,0.181,0.226,0.09,0.0,0.059
322,2,17,27,3.176470588235294,4867.722479352766,180.28601775380614,3.235294117647059,17,3801.8552771306545,22,172.81160350593885,1.0002667320315035,59.80581763122797,13374.88608025868,0.2842532829301768,0.052,0.234,0.131,0.181,0.328,0.027,0.017
323,1,128,337,5.265625,23020.718349907926,68.31073694334697,3.1484375,122,12752.285540803277,186,68.56067495055525,1.0099736743841676,224.90063918298688,23508.173517791955,0.5424617753119706,0.176,0.265,0.133,0.122,0.192,0.034,0.035
324,0,51,77,3.019607843137255,8082.109623583889,104.96246264394661,2.980392156862745,50,6439.392623299072,64,100.615509739048,1.0300796542594595,136.30061009351684,17553.862863747105,0.3668362156684012,0.061,0.338,0.286,0.172,0.138,0.0,0.004
325,1,93,222,4.774193548387097,15746.721512149414,70.93117798265502,2.935483870967742,83,9271.640841545393,128,72.43469407457339,1.0077627796870863,242.17206924276337,27052.198167141734,0.3427315142474062,0.18,0.196,0.146,0.152,0.176,0.034,0.027
326,2,21,27,2.5714285714285716,4289.589511762808,158.87368562084473,2.9047619047619047,20,3459.081695168847,25,138.3632678067539,1.0538341432167366,46.33973347844011,8014.646191713759,0.4315950588991873,0.033,0.224,0.261,0.101,0.311,0.021,0.0
327,1,96,214,4.458333333333333,15869.659813549837,74.15728884836372,3.2291666666666665,89,11065.7081130448,148,74.76829806111351,1.0418845228101101,183.14772524956,22771.45246269389,0.4859465214690883,0.318,0.171,0.137,0.141,0.131,0.034,0.018
328,1,119,235,3.9495798319327733,20627.189903572245,87.77527618541382,3.168067226890756,117,15680.759077667524,176,89.09522203220185,1.028526691480564,126.61173175550502,16968.957795421717,0.9240849831035732,0.128,0.227,0.167,0.226,0.203,0.01,0.02
329,0,25,52,4.16,4274.976400962413,82.21108463389257,3.36,25,2576.841207123194,31,83.12390990719982,1.0215892867083909,199.17245199000223,20529.43126446415,0.12551936650985707,0.085,0.188,0.068,0.365,0.086,0.141,0.066
330,0,7,14,4.0,646.1948625619459,46.156775897281854,3.142857142857143,7,323.09743128097296,7,46.156775897281854,1.0,104.97097132863101,4845.12159933562,0.06668510266600475,0.266,0.266,0.074,0.305,0.0,0.089,0.0
331,0,21,56,5.333333333333333,3767.3638470508063,67.27435441162154,3.4285714285714284,20,1883.6819235254027,28,67.27435441162153,1.0000026826504054,189.7638045312832,17872.732416749303,0.10539417698438341,0.472,0.061,0.263,0.009,0.055,0.061,0.0
332,0,15,38,5.066666666666666,3045.4828820788034,80.14428637049483,3.2,15,1522.7414410394013,19,80.1442863704948,1.0002193220055509,213.82729680108346,21706.912404296105,0.07015007075525072,0.152,0.121,0.216,0.213,0.061,0.116,0.0
333,2,8,10,2.5,1343.697422334877,134.3697422334877,3.5,8,993.2303733595934,7,141.89005333708477,1.0009759081261147,40.81997589089887,5067.954986830885,0.195982477338593,0.085,0.168,0.19,0.282,0.156,0.065,0.039
334,0,13,35,5.384615384615385,2400.212607694279,68.5775030769794,3.5384615384615383,13,1325.0201923314464,19,69.73790485954981,1.0105421220044213,275.69146359827516,28099.75047085573,0.047154162230220516,0.403,0.129,0.119,0.087,0.177,0.029,0.058
335,0,13,30,4.615384615384615,2108.958880209329,70.29862934031097,3.1538461538461537,12,1054.479440104664,15,70.29862934031094,1.0057210612668765,134.6361737097733,11830.923089276337,0.0891290926453959,0.53,0.117,0.0,0.043,0.195,0.059,0.056
336,0,32,90,5.625,6337.946828355184,70.42163142616872,3.59375,32,3360.9066225115166,48,70.01888796898993,1.0086736400761678,220.38325950527792,23146.486136311334,0.145201591408687,0.221,0.275,0.137,0.029,0.162,0.072,0.043
338,0,79,173,4.379746835443038,12297.977203012371,71.08657342781717,2.949367088607595,71,8009.061772716196,108,74.15797937700182,1.0165614678427146,251.31871666872416,28349.677837177063,0.2825097984786731,0.311,0.231,0.022,0.171,0.133,0.03,0.023
339,0,67,147,4.388059701492537,10024.140094123813,68.19142921172663,3.1791044776119404,66,6297.768219510727,93,67.71793784420137,1.003974597376878,209.55306941929888,19995.70698317857,0.3149560165493892,0.109,0.08,0.036,0.613,0.074,0.058,0.0
340,2,14,28,4.0,2915.4856280409394,104.12448671574784,2.9285714285714284,13,1457.7428140204697,14,104.12448671574784,1.0269855759720916,72.4346584430996,8122.3925254965825,0.17947209636133007,0.196,0.052,0.251,0.228,0.048,0.042,0.014
341,2,21,27,2.5714285714285716,4706.732502593579,174.3234260219844,3.142857142857143,21,3824.549832186171,22,173.8431741902805,1.0129331474648466,15.52755583593738,2827.9005269807476,1.3524343574664246,0.102,0.277,0.166,0.174,0.179,0.042,0.024
342,2,10,13,2.6,1475.9460775237617,113.53431365567397,3.2,10,1256.894334690661,11,114.26312133551464,1.0641463034423746,13.359020200793777,1679.0876807395796,0.7485578919482292,0.077,0.135,0.203,0.329,0.125,0.13,0.0
343,0,26,60,4.615384615384615,4253.2974373669,70.88829062278167,3.076923076923077,25,2299.806450916454,33,69.69110457322589,1.03582280761705,212.1950044657835,19520.297604906187,0.11781615718494097,0.283,0.0,0.233,0.136,0.072,0.204,0.072
344,0,27,59,4.37037037037037,4124.10054589758,69.90000925250135,3.3333333333333335,26,2794.879806488365,40,69.87199516220912,1.0037373880390092,246.90558330393208,26541.20880328425,0.10530341052674745,0.243,0.086,0.204,0.283,0.105,0.0,0.079
345,0,64,174,5.4375,10871.895376460287,62.482157335978656,3.140625,61,5840.232354246833,90,64.89147060274259,1.011195153918748,301.61294844428596,28876.880327280338,0.20224595898364736,0.395,0.079,0.159,0.058,0.232,0.011,0.019
346,0,79,189,4.784810126582278,13171.654458644289,69.69129343198037,3.329113924050633,79,7606.832992291059,115,66.14637384600921,1.0476406534278397,220.14645021223214,21197.687096331247,0.35885202747462003,0.259,0.227,0.114,0.114,0.162,0.0,0.027
347,0,62,129,4.161290322580645,10048.106706926963,77.89230005369738,2.9838709677419355,56,6346.224258476514,83,76.4605332346568,1.024136516473735,174.15507474586758,19736.199287303847,0.3215525018821123,0.146,0.279,0.124,0.363,0.039,0.049,0.0
348,2,18,38,4.222222222222222,6106.263303321883,160.69113956110218,2.5555555555555554,14,3053.131651660942,19,160.69113956110223,1.1877341168231095,29.945714291767636,6530.586295413658,0.4675126418289756,0.196,0.224,0.015,0.181,0.167,0.087,0.015
