,a,a,a,a,a,a,a,a,b,b,b,b,b,b,b,b,c,c,c,c,c,c,c,c,car_mode,car_mode,car_mode,car_mode,car_mode,car_mode,car_mode,car_mode,transit_mode,transit_mode,transit_mode,transit_mode,transit_mode,transit_mode,transit_mode,transit_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,walked_mode,walked_mode,walked_mode,walked_mode,walked_mode,walked_mode,walked_mode,walked_mode,car_share,car_share,car_share,car_share,car_share,car_share,car_share,car_share,transit_share,transit_share,transit_share,transit_share,transit_share,transit_share,transit_share,transit_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,walked_share,walked_share,walked_share,walked_share,walked_share,walked_share,walked_share,walked_share
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridiron,51.0,0.07638382432918814,0.06943204986390837,0.0,0.029013058668774835,0.05684754521963824,0.10022844518658688,0.2971473851030111,51.0,0.061573698514157886,0.057066437880859265,0.0,0.027152910236954868,0.04668567355666429,0.07954597321073939,0.2999273783587509,51.0,0.862042477156654,0.10630381817765423,0.485838779956427,0.8115829929125724,0.8961864406779662,0.9343402488428139,0.994979079497908,51.0,1628.5882352941176,636.3593065704497,669.0,1081.0,1470.0,2051.0,3834.0,51.0,106.96078431372548,93.4470889400657,0.0,48.0,82.0,132.0,413.0,51.0,35.76470588235294,32.73138447135661,0.0,8.5,29.0,56.0,117.0,51.0,94.7843137254902,96.66070840325767,0.0,23.5,67.0,147.0,411.0,51.0,0.862042477156654,0.10630381817765423,0.485838779956427,0.8115829929125724,0.8961864406779662,0.9343402488428139,0.994979079497908,51.0,0.061573698514157886,0.057066437880859265,0.0,0.027152910236954868,0.04668567355666429,0.07954597321073939,0.2999273783587509,51.0,0.020879214638781545,0.020042692350782938,0.0,0.003295082275366325,0.01850138760407031,0.02935841346799538,0.08378088077336197,51.0,0.05550460969040657,0.06058866097947504,0.0,0.010795123481690646,0.03266864658464149,0.07263181152731968,0.2686212361331221
hibrido,6.0,0.008742312229590423,0.009868635949568355,0.0,0.0025345391948724985,0.00578157800146183,0.0108781992411581,0.02686145146088596,6.0,0.023084831445343127,0.01767233430891955,0.0,0.015542651672627271,0.021180976317639846,0.02738203808655245,0.05303476723629935,6.0,0.9681728563250664,0.016495998014788297,0.9440188568061285,0.9586266646149506,0.9689713094540142,0.9798897410190581,0.9883679943602397,6.0,2142.5,598.51908908572,1421.0,1708.75,2079.5,2635.5,2869.0,6.0,44.5,29.214722315983085,0.0,37.25,42.5,53.0,90.0,6.0,1.6666666666666667,4.08248290463863,0.0,0.0,0.0,0.0,10.0,6.0,18.5,18.327574853209576,0.0,5.5,13.0,29.5,47.0,6.0,0.9681728563250664,0.016495998014788297,0.9440188568061285,0.9586266646149506,0.9689713094540142,0.9798897410190581,0.9883679943602397,6.0,0.023084831445343127,0.01767233430891955,0.0,0.015542651672627271,0.021180976317639846,0.02738203808655245,0.05303476723629935,6.0,0.0007854225573358467,0.0019238844979446888,0.0,0.0,0.0,0.0,0.00471253534401508,6.0,0.007956889672254575,0.008181471350209607,0.0,0.0025345391948724985,0.00578157800146183,0.0108781992411581,0.02214891611687088
organico,15.0,0.05037587762115374,0.09039619719070587,0.0,0.004058452030758115,0.009441596978688967,0.04141222624356698,0.2843551797040169,15.0,0.059315164404611834,0.055316529861686385,0.0,0.02298805815160955,0.02935723114956737,0.07932391617946657,0.1931493815413892,15.0,0.8903089579742345,0.13750838640720475,0.5556612749762131,0.883842164858577,0.9589887640449438,0.9692136555649258,0.9864708156165443,15.0,1960.1333333333334,795.6031733997856,584.0,1360.0,1978.0,2523.0,3213.0,15.0,118.8,118.29575526740473,0.0,42.0,92.0,144.5,459.0,15.0,11.866666666666667,17.43914589433237,0.0,0.0,0.0,18.5,48.0,15.0,74.46666666666667,133.23280734256466,0.0,8.0,19.0,54.0,490.0,15.0,0.8903089579742345,0.13750838640720475,0.5556612749762131,0.883842164858577,0.9589887640449438,0.9692136555649258,0.9864708156165443,15.0,0.059315164404611834,0.055316529861686385,0.0,0.02298805815160955,0.02935723114956737,0.07932391617946657,0.1931493815413892,15.0,0.006566833017179914,0.009916464005322386,0.0,0.0,0.0,0.007690445641418832,0.0285442435775452,15.0,0.043809044603973835,0.08189344136966073,0.0,0.0034357402829281692,0.009441596978688967,0.03214935621004985,0.258985200845666
