,PC1,PC2
a,0.4633046651935752,0.4649832603741617
b,0.2892380506328568,-0.36661017618137476
c,-0.3990338698753306,0.310702750338713
car_mode,-0.0937617706953022,0.25302104741902975
car_share,-0.3990338698753306,0.3107027503387132
transit_share,0.2892380506328566,-0.36661017618137465
bicycle_share,0.33008327250164143,0.22442348764623493
walked_share,0.4264143434470789,0.455550847471425
