,a,a,a,a,a,a,a,a,b,b,b,b,b,b,b,b,c,c,c,c,c,c,c,c,car_mode,car_mode,car_mode,car_mode,car_mode,car_mode,car_mode,car_mode,transit_mode,transit_mode,transit_mode,transit_mode,transit_mode,transit_mode,transit_mode,transit_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,bicycle_mode,walked_mode,walked_mode,walked_mode,walked_mode,walked_mode,walked_mode,walked_mode,walked_mode,car_share,car_share,car_share,car_share,car_share,car_share,car_share,car_share,transit_share,transit_share,transit_share,transit_share,transit_share,transit_share,transit_share,transit_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,bicycle_share,walked_share,walked_share,walked_share,walked_share,walked_share,walked_share,walked_share,walked_share
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
cluster_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridiron,279.0,0.037231495629292496,0.07652578386153938,0.0,0.00023912003825920616,0.01564455569461827,0.03782636415942277,0.7917917917917918,279.0,0.09241298478592372,0.1050126479634957,0.0,0.027552294197031035,0.06368899917287014,0.1191049207688442,1.0,279.0,0.7986709317711637,0.2596751272316901,0.0,0.7775288164821201,0.8939264328485885,0.946617697130524,1.0,279.0,1188.448028673835,699.9449335905286,0.0,744.5,1139.0,1675.5,3643.0,279.0,117.12544802867383,112.91527047703896,0.0,34.0,84.0,169.5,679.0,279.0,5.207885304659499,15.402739952033311,0.0,0.0,0.0,0.0,133.0,279.0,43.78853046594982,115.4188575308731,0.0,0.0,18.0,49.0,1469.0,279.0,0.7986709317711637,0.2596751272316901,0.0,0.7775288164821201,0.8939264328485885,0.946617697130524,1.0,279.0,0.09241298478592372,0.1050126479634957,0.0,0.027552294197031035,0.06368899917287014,0.1191049207688442,1.0,279.0,0.004302302369183429,0.011622558144313063,0.0,0.0,0.0,0.0,0.07893175074183977,279.0,0.03292919326010907,0.07221892315928133,0.0,0.0,0.01461495222034851,0.03466268210818383,0.7352352352352353
gridiron_alto_mean,89.0,0.2699680224353403,0.18349329024174613,0.0,0.1320406278855032,0.2380497131931166,0.3834656702475479,0.6984585741811176,89.0,0.2607794875765043,0.11184894355363803,0.06356198867212083,0.1881804043545879,0.2485549132947977,0.3264818355640535,0.7874629080118695,89.0,0.4692524899881554,0.15550913151766668,0.05298651252408478,0.3752380952380953,0.4963338973491258,0.5928074245939675,0.7425088877602845,89.0,687.9325842696629,428.6695802594774,55.0,404.0,569.0,833.0,2133.0,89.0,374.23595505617976,268.0170882642268,85.0,183.0,325.0,439.0,2123.0,89.0,92.19101123595506,95.49165556173129,0.0,19.0,71.0,130.0,411.0,89.0,284.8988764044944,240.40798868059787,0.0,135.0,232.0,382.0,1107.0,89.0,0.4692524899881554,0.15550913151766668,0.05298651252408478,0.3752380952380953,0.4963338973491258,0.5928074245939675,0.7425088877602845,89.0,0.2607794875765043,0.11184894355363803,0.06356198867212083,0.1881804043545879,0.2485549132947977,0.3264818355640535,0.7874629080118695,89.0,0.06078549394504571,0.05804441643110968,0.0,0.0175054704595186,0.04648910411622276,0.0898716119828816,0.2632170978627671,89.0,0.20918252849029456,0.1714544317466257,0.0,0.08646423057128153,0.1572657743785851,0.2887139107611549,0.6469708302169035
gridiron_bajo_mean,259.0,0.07499725635759018,0.10813513927541375,0.0,0.008095180313546571,0.04313380281690141,0.09239648657239002,0.7795163584637268,259.0,0.22455635544258554,0.13198701719366226,0.0,0.1184225639012873,0.212280701754386,0.31331068146480734,0.5798263193052772,259.0,0.7004463881998243,0.17175928015334044,0.1152204836415363,0.5775308918480286,0.7218798151001541,0.8306407169619379,0.9961202715809894,259.0,1139.6525096525097,573.0629682715002,81.0,650.5,1048.0,1542.0,2903.0,259.0,344.33976833976834,229.24309310845248,0.0,184.5,312.0,466.0,1252.0,259.0,19.332046332046332,47.42008553016082,0.0,0.0,0.0,15.5,430.0,259.0,95.31274131274131,155.73680426081307,0.0,8.0,46.0,105.5,1203.0,259.0,0.7004463881998243,0.17175928015334044,0.1152204836415363,0.5775308918480286,0.7218798151001541,0.8306407169619379,0.9961202715809894,259.0,0.22455635544258554,0.13198701719366226,0.0,0.1184225639012873,0.212280701754386,0.31331068146480734,0.5798263193052772,259.0,0.01184627511223235,0.02547121991362397,0.0,0.0,0.0,0.012293144208037825,0.177027583367641,259.0,0.06315098124535783,0.09855620960990095,0.0,0.006065571915638295,0.03201219512195122,0.07401852126003786,0.7624466571834992
