,PC1,PC2
a,-0.4438427915303628,-0.15535272005181502
b,-0.046985529164351725,0.671048039017179
c,0.45081308215891724,-0.09387863823115755
car_mode,0.2863285320557995,-0.12291438579302036
car_share,0.45081308215891724,-0.0938786382311575
transit_share,-0.046985529164351704,0.6710480390171791
bicycle_share,-0.3604005265132808,-0.15195814095762425
walked_share,-0.4245596055129388,-0.13938784295789158
