indexA,indexB,area_ratio,street_pattern,p_walk,p_tpc,p_sitva,p_auto,p_moto,p_taxi,p_bike
488.0,510.0,0.9982860184163722,organico,0.184,0.179,0.316,0.089,0.165,0.017,0.027
489.0,511.0,0.9983017197808288,organico,0.106,0.329,0.398,0.033,0.037,0.0,0.028
490.0,512.0,0.99557622528511,gridiron,0.456,0.153,0.182,0.044,0.085,0.029,0.021
491.0,513.0,0.9973690667771754,organico,0.203,0.213,0.167,0.135,0.162,0.014,0.001
492.0,514.0,0.9983640737249398,cul_de_sac,0.41,0.193,0.245,0.09,0.038,0.0,0.0
493.0,515.0,0.9949001281684668,hibrido,0.342,0.285,0.084,0.082,0.124,0.025,0.009
494.0,516.0,0.9887354401306232,cul_de_sac,0.474,0.105,0.25,0.013,0.105,0.026,0.013
495.0,517.0,0.99641589245128,cul_de_sac,0.425,0.223,0.024,0.018,0.27,0.0,0.0
496.0,518.0,0.9989318821373004,cul_de_sac,0.109,0.252,0.362,0.059,0.156,0.0,0.042
497.0,519.0,0.994800676654788,gridiron,0.469,0.105,0.096,0.128,0.127,0.032,0.01
498.0,520.0,0.9992003713709984,organico,0.095,0.357,0.452,0.0,0.071,0.0,0.024
499.0,521.0,0.9988134697218324,organico,0.08,0.239,0.222,0.104,0.107,0.131,0.025
500.0,522.0,0.9978301170111874,gridiron,0.072,0.092,0.272,0.186,0.203,0.029,0.0
501.0,523.0,0.9990137188278516,organico,0.18,0.0,0.105,0.548,0.075,0.0,0.0
502.0,524.0,0.9984640413763296,organico,0.519,0.249,0.125,0.018,0.089,0.0,0.0
503.0,525.0,0.9944954892945488,organico,0.493,0.345,0.085,0.0,0.07,0.0,0.0
504.0,526.0,0.999482574738464,organico,0.408,0.323,0.061,0.091,0.083,0.001,0.006
505.0,528.0,0.995817668119278,organico,0.426,0.164,0.115,0.075,0.117,0.041,0.021
506.0,529.0,0.9992367545585796,organico,0.261,0.057,0.049,0.074,0.103,0.0,0.025
507.0,530.0,0.9967101208803216,organico,0.213,0.14,0.281,0.077,0.141,0.022,0.019
508.0,531.0,0.9931848016061386,gridiron,0.326,0.181,0.191,0.121,0.101,0.024,0.0
509.0,532.0,0.999550781823686,organico,0.146,0.151,0.079,0.342,0.212,0.0,0.021
510.0,533.0,0.9994698882669406,organico,0.139,0.08,0.0,0.184,0.355,0.134,0.084
511.0,534.0,0.995589369930362,organico,0.045,0.019,0.045,0.714,0.08,0.057,0.0
512.0,535.0,0.9967084731758756,organico,0.264,0.219,0.179,0.123,0.157,0.023,0.014
