,PC1,PC2
a,-0.3874506756933998,-0.4411438755896449
b,-0.3470139016615178,0.5259934552871239
c,0.45273847112446586,-0.031724435941437645
walked_share,-0.36616167862243415,-0.4237333352968378
car_share,0.4527384711244659,-0.03172443594143763
bicycle_share,-0.2550020718507832,-0.2655014725130255
transit_share,-0.34701390166151785,0.525993455287124
